Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
54488,2,175,rectangle_python.jpg,rectangle_python.jpg,3081367009,64,768.48625,367.634375,695,364,78,13,self.x1,7,na,75,3,1
54489,2,175,rectangle_python.jpg,rectangle_python.jpg,3081451013,80,784.436,372.7405,784,364,12,13,=,1,na,75,3,2
54490,2,175,rectangle_python.jpg,rectangle_python.jpg,3081619101,68,710.7641176,331.0888235,717,321,69,19,__init__,8,na,75,2,2
54491,2,175,rectangle_python.jpg,rectangle_python.jpg,3081815154,92,708.503913,281.4726087,672,280,101,17,Rectangle,9,na,75,1,2
54492,2,175,rectangle_python.jpg,rectangle_python.jpg,3082366972,76,767.3778947000001,371.6742105,695,364,78,13,self.x1,7,na,75,3,1
54493,2,175,rectangle_python.jpg,rectangle_python.jpg,3082810893,76,766.5378947,421.9663158,695,406,78,17,self.y1,7,na,75,4,1
54494,2,175,rectangle_python.jpg,rectangle_python.jpg,3082975016,56,822.9257142999999,374.0321429,806,364,23,13,x1,2,na,75,3,3
54495,2,175,rectangle_python.jpg,rectangle_python.jpg,3083382995,132,947.7215152,325.81575760000004,941,321,22,19,y1,2,na,75,2,7
54496,2,175,rectangle_python.jpg,rectangle_python.jpg,3083443004,56,961.1835714,327.7571429,941,321,22,19,y1,2,na,75,2,7
54497,2,175,rectangle_python.jpg,rectangle_python.jpg,3083599065,56,880.8685714,317.09,885,321,22,19,x1,2,na,75,2,5
54498,2,175,rectangle_python.jpg,rectangle_python.jpg,3083711064,108,870.18,309.3077778,864,321,7,19,",",1,na,75,2,4
54499,2,175,rectangle_python.jpg,rectangle_python.jpg,3084051079,56,853.6392857000001,320.3671429,864,321,7,19,",",1,na,75,2,4
54500,2,175,rectangle_python.jpg,rectangle_python.jpg,3084310882,64,838.44125,321.584375,799,321,53,19,(self,5,na,75,2,3
54501,2,175,rectangle_python.jpg,rectangle_python.jpg,3084602722,56,728.9335714,506.04,695,491,78,18,self.y2,7,na,75,6,1
54502,2,175,rectangle_python.jpg,rectangle_python.jpg,3085126878,56,761.6185714,574.5428571,694,575,68,18,height,6,na,75,8,2
54503,2,175,rectangle_python.jpg,rectangle_python.jpg,3085226865,56,745.5871429,574.4585714,694,575,68,18,height,6,na,75,8,2
54504,2,175,rectangle_python.jpg,rectangle_python.jpg,3085306865,64,832.476875,578.299375,796,575,45,18,self,4,na,75,8,4
54505,2,175,rectangle_python.jpg,rectangle_python.jpg,3085366869,56,827.9921429,584.6121429,796,575,45,18,self,4,na,75,8,4
54506,2,175,rectangle_python.jpg,rectangle_python.jpg,3086738817,72,684.7905556,526.5066667,695,532,56,17,width,5,na,75,7,2
54507,2,175,rectangle_python.jpg,rectangle_python.jpg,3086874833,84,688.8885713999999,539.6490476,695,532,56,17,width,5,na,75,7,2
54508,2,175,rectangle_python.jpg,rectangle_python.jpg,3087070852,116,746.2555172,569.5165517,694,575,68,18,height,6,na,75,8,2
54509,2,175,rectangle_python.jpg,rectangle_python.jpg,3087622731,88,679.9245455,564.7022727000001,650,575,34,18,def,3,na,75,8,1
54510,2,175,rectangle_python.jpg,rectangle_python.jpg,3087754601,92,698.4213043,569.3882609,694,575,68,18,height,6,na,75,8,2
54511,2,175,rectangle_python.jpg,rectangle_python.jpg,3087826547,68,699.5711765,565.8005882,694,575,68,18,height,6,na,75,8,2
54512,2,175,rectangle_python.jpg,rectangle_python.jpg,3087922559,92,697.966087,569.9034783,694,575,68,18,height,6,na,75,8,2
54513,2,175,rectangle_python.jpg,rectangle_python.jpg,3088002559,76,694.9352632,564.0173683999999,694,575,68,18,height,6,na,75,8,2
54514,2,175,rectangle_python.jpg,rectangle_python.jpg,3088458639,56,720.7192857000001,527.3978571,695,532,56,17,width,5,na,75,7,2
54515,2,175,rectangle_python.jpg,rectangle_python.jpg,3088538631,76,725.8047368,535.5,695,532,56,17,width,5,na,75,7,2
54516,2,175,rectangle_python.jpg,rectangle_python.jpg,3089498612,76,720.9663158,537.0657894999999,695,532,56,17,width,5,na,75,7,2
54517,2,175,rectangle_python.jpg,rectangle_python.jpg,3089862394,92,731.8847826,567.5682609,694,575,68,18,height,6,na,75,8,2
54518,2,175,rectangle_python.jpg,rectangle_python.jpg,3090102469,96,821.4279167000001,544.1608332999999,785,532,45,17,self,4,na,75,7,4
54519,2,175,rectangle_python.jpg,rectangle_python.jpg,3090450528,72,781.2144444,534.535,785,532,45,17,self,4,na,75,7,4
54520,2,175,rectangle_python.jpg,rectangle_python.jpg,3090602500,116,737.4496552,567.7593102999999,694,575,68,18,height,6,na,75,8,2
54521,2,175,rectangle_python.jpg,rectangle_python.jpg,3090822445,104,742.4142307999999,562.6080768999999,694,575,68,18,height,6,na,75,8,2
54522,2,175,rectangle_python.jpg,rectangle_python.jpg,3091134433,60,723.3493333,576.55,694,575,68,18,height,6,na,75,8,2
54523,2,175,rectangle_python.jpg,rectangle_python.jpg,3091218462,80,742.24,589.3325,694,575,68,18,height,6,na,75,8,2
54524,2,175,rectangle_python.jpg,rectangle_python.jpg,3091334478,80,699.449,574.5705,694,575,68,18,height,6,na,75,8,2
54525,2,175,rectangle_python.jpg,rectangle_python.jpg,3091466378,56,744.9242857,578.4321428999999,694,575,68,18,height,6,na,75,8,2
54526,2,175,rectangle_python.jpg,rectangle_python.jpg,3091626168,72,735.9822222,586.5055556,694,575,68,18,height,6,na,75,8,2
54527,2,175,rectangle_python.jpg,rectangle_python.jpg,3092014404,64,979.83125,581.18625,975,575,78,18,self.y2,7,na,75,8,8
54528,2,175,rectangle_python.jpg,rectangle_python.jpg,3092202343,68,972.7347059,614.1217647000001,953,617,112,18,self.width,10,na,75,9,8
54529,2,175,rectangle_python.jpg,rectangle_python.jpg,3092646267,136,1042.595294,580.9870588,975,575,78,18,self.y2,7,na,75,8,8
54530,2,175,rectangle_python.jpg,rectangle_python.jpg,3092978408,68,1137.777647,569.5952941,1087,575,78,18,-,1,na,75,8,9
54531,2,175,rectangle_python.jpg,rectangle_python.jpg,3093342200,112,1007.625357,584.8628571,975,575,78,18,self.y2,7,na,75,8,8
