Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
6163,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13955065349,60,778.6753332999999,295.704,740,297,86,16,Rectangle,9,class->block->constructor->name,85,3,2,A,stage1
6164,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13955141344,72,771.0344444,303.1894444,740,297,86,16,Rectangle,9,class->block->constructor->name,85,3,2,A,stage1
6165,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13955237343,92,769.3121739000001,294.833913,740,297,86,16,Rectangle,9,class->block->constructor->name,85,3,2,A,stage1
6166,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13955473354,72,693.2872222,253.3644444,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,85,2,1,A,stage1
6167,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13955765349,180,645.8097778,214.7655556,592,225,58,15,public,6,class->specifier,85,1,1,A,stage1
6168,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13956045341,72,773.96,213.0727778,717,225,87,15,Rectangle,9,class->name,85,1,3,A,stage1
6169,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13956277081,104,775.7723077,216.8053846,717,225,87,15,Rectangle,9,class->name,85,1,3,A,stage1
6170,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13956681238,68,717.3982352999999,294.1658824,672,297,58,16,public,6,class->block->constructor->specifier,85,3,1,A,stage1
6171,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13956853225,148,782.1356757,293.3835135,740,297,86,16,Rectangle,9,class->block->constructor->name,85,3,2,A,stage1
6172,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13957065232,152,941.2157895,290.0486842,943,297,27,16,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,85,3,7,A,stage1
6173,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13957125254,56,945.3714286,289.995,943,297,27,16,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,85,3,7,A,stage1
6174,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13957289274,80,725.555,361.6775,734,370,65,15,this.y1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,5,1,A,stage1
6175,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13957417256,124,731.1519355,341.2087097,734,333,66,16,this.x1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,4,1,A,stage1
6176,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13957581251,84,775.542381,339.68904760000004,734,333,66,16,this.x1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,4,1,A,stage1
6177,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13957809209,80,782.6339999999999,348.65,734,333,66,16,this.x1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,4,1,A,stage1
6178,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13957893216,80,785.926,330.115,734,333,66,16,this.x1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,4,1,A,stage1
6179,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13959209131,72,790.7172222,345.725,734,333,66,16,this.x1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,4,1,A,stage1
6180,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13959293108,80,779.309,361.3205,734,370,65,15,this.y1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,5,1,A,stage1
6181,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13959537098,188,764.7812766,378.012766,734,370,65,15,this.y1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,5,1,A,stage1
6182,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13960089049,260,800.0376923,413.4610769,809,407,10,14,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,85,6,2,A,stage1
6183,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13960368940,200,798.0348,420.9966,734,407,65,14,this.x2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,6,1,A,stage1
6184,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13960368940,200,798.0348,420.9966,809,407,10,14,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,85,6,2,A,stage1
6185,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13960540988,168,800.8971429,442.3692857,809,441,10,22,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,85,7,2,A,stage1
6186,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13961540944,68,992.6552941,299.7570588,980,297,18,16,y1,2,class->block->constructor->parameter_list->parameter->decl->type->name,85,3,8,A,stage1
6187,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13961748959,204,981.2058824,310.0162745,980,297,18,16,y1,2,class->block->constructor->parameter_list->parameter->decl->type->name,85,3,8,A,stage1
6188,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13962336831,104,1170.541154,299.4980769,1153,297,18,16,y2,2,class->block->constructor->parameter_list->parameter->decl->type->name,85,3,14,A,stage1
6189,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13962336831,104,1170.541154,299.4980769,1183,297,5,16,),1,class->block->constructor->parameter_list,85,3,15,A,stage1
6190,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13962536835,128,1116.797188,311.293125,1115,297,28,16,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,85,3,13,A,stage1
6191,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13962956859,80,696.655,565.0745,672,552,58,16,public,6,class->block->function->type->specifier,85,10,1,A,stage1
6192,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13963252824,68,799.9217647,544.8552941,778,552,58,16,height,6,class->block->function->name,85,10,3,A,stage1
6193,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13963580830,80,756.283,523.694,740,515,28,15,int,3,class->block->function->type->name,85,9,2,A,stage1
6194,2,214,rectangle_java2.jpg,rectangle_java2.jpg,13963672833,88,752.1954545,515.2286364,740,515,28,15,int,3,class->block->function->type->name,85,9,2,A,stage1
