Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
21794,5,62,vehicle_java.jpg,vehicle_java.jpg,3796245123,76,797.4147368,259.4910526,732,247,143,18,this.producer,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,5,1,B,stage1
21795,5,62,vehicle_java.jpg,vehicle_java.jpg,3796309114,60,795.4373333,263.6333333,732,247,143,18,this.producer,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,5,1,B,stage1
21796,5,62,vehicle_java.jpg,vehicle_java.jpg,3796644787,308,895.2792207999998,255.3505195,886,247,12,18,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,55,5,2,B,stage1
21797,5,62,vehicle_java.jpg,vehicle_java.jpg,3797448787,128,838.7890625,107.741875,851,99,5,18,",",1,class->block->decl_stmt,55,2,3,B,stage1
21798,5,62,vehicle_java.jpg,vehicle_java.jpg,3797884811,312,800.3026923,146.6702564,717,137,88,22,topSpeed,8,class->block->decl_stmt->decl->name,55,3,2,B,stage1
21799,5,62,vehicle_java.jpg,vehicle_java.jpg,3797996748,68,938.8194118,262.8288235,934,247,5,18,;,1,class->block->constructor->block->block_content->expr_stmt,55,5,4,B,stage1
21800,5,62,vehicle_java.jpg,vehicle_java.jpg,3799120702,116,836.46,114.3613793,747,99,91,18,producer,8,class->block->decl_stmt->decl->name,55,2,2,B,stage1
21801,5,62,vehicle_java.jpg,vehicle_java.jpg,3799288710,164,831.3158537,126.912439,838,137,135,22,currentSpeed,12,class->block->decl_stmt->decl->name,55,3,4,B,stage1
21802,5,62,vehicle_java.jpg,vehicle_java.jpg,3799396705,84,883.4085713999999,156.2009524,838,137,135,22,currentSpeed,12,class->block->decl_stmt->decl->name,55,3,4,B,stage1
21803,5,62,vehicle_java.jpg,vehicle_java.jpg,3799496596,96,882.24875,147.8941667,838,137,135,22,currentSpeed,12,class->block->decl_stmt->decl->name,55,3,4,B,stage1
21804,5,62,vehicle_java.jpg,vehicle_java.jpg,3800688550,120,800.8056667000001,205.08900000000003,749,201,82,22,Vehicle,7,class->block->constructor->name,55,4,2,B,stage1
21805,5,62,vehicle_java.jpg,vehicle_java.jpg,3800792541,100,790.8996,208.418,749,201,82,22,Vehicle,7,class->block->constructor->name,55,4,2,B,stage1
21806,5,62,vehicle_java.jpg,vehicle_java.jpg,3801580449,124,834.8422581,326.65677420000003,732,331,144,18,this.topSpeed,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,7,1,B,stage1
21807,5,62,vehicle_java.jpg,vehicle_java.jpg,3801664438,80,839.7919999999999,337.9575,732,331,144,18,this.topSpeed,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,7,1,B,stage1
21808,5,62,vehicle_java.jpg,vehicle_java.jpg,3801800428,132,831.5081818,305.3481818,842,289,11,18,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,55,6,2,B,stage1
21809,5,62,vehicle_java.jpg,vehicle_java.jpg,3801940465,76,863.7710526000001,341.5294737,732,331,144,18,this.topSpeed,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,7,1,B,stage1
21810,5,62,vehicle_java.jpg,vehicle_java.jpg,3802068493,60,769.7786667,363.4146667,732,374,189,18,this.currentSpeed,17,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,8,1,B,stage1
21811,5,62,vehicle_java.jpg,vehicle_java.jpg,3802128472,56,776.9457143,378.4421429,732,374,189,18,this.currentSpeed,17,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,8,1,B,stage1
21812,5,62,vehicle_java.jpg,vehicle_java.jpg,3802204445,72,773.5633333,363.1361111,732,374,189,18,this.currentSpeed,17,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,55,8,1,B,stage1
21813,5,62,vehicle_java.jpg,vehicle_java.jpg,3803956296,80,763.648,491.3385,749,479,32,18,int,3,class->block->function->type->name,55,10,2,B,stage1
21814,5,62,vehicle_java.jpg,vehicle_java.jpg,3804176167,80,725.4889999999999,533.4775,731,522,21,19,if,2,class->block->function->block->block_content->if_stmt->if,55,11,1,B,stage1
21815,5,62,vehicle_java.jpg,vehicle_java.jpg,3804272092,92,731.1456522000001,540.0513043,731,522,21,19,if,2,class->block->function->block->block_content->if_stmt->if,55,11,1,B,stage1
21816,5,62,vehicle_java.jpg,vehicle_java.jpg,3804596174,68,847.4770588,553.6823529,792,564,189,20,this.currentSpeed,17,class->block->function->block->block_content->if_stmt->if->block->block_content->expr_stmt->expr->name->name->operator->name,55,12,1,B,stage1
21817,5,62,vehicle_java.jpg,vehicle_java.jpg,3804900174,120,749.8723332999999,540.5883332999999,731,522,21,19,if,2,class->block->function->block->block_content->if_stmt->if,55,11,1,B,stage1
21818,5,62,vehicle_java.jpg,vehicle_java.jpg,3805236165,68,735.0811765,513.4435294,731,522,21,19,if,2,class->block->function->block->block_content->if_stmt->if,55,11,1,B,stage1
21819,5,62,vehicle_java.jpg,vehicle_java.jpg,3805300175,60,732.1886667,512.8086666999999,731,522,21,19,if,2,class->block->function->block->block_content->if_stmt->if,55,11,1,B,stage1
21820,5,62,vehicle_java.jpg,vehicle_java.jpg,3806715854,72,732.4172222,510.9,731,522,21,19,if,2,class->block->function->block->block_content->if_stmt->if,55,11,1,B,stage1
21821,5,62,vehicle_java.jpg,vehicle_java.jpg,3806787894,68,726.8329412,529.6429412,731,522,21,19,if,2,class->block->function->block->block_content->if_stmt->if,55,11,1,B,stage1
21822,5,62,vehicle_java.jpg,vehicle_java.jpg,3807187892,64,832.379375,571.600625,792,564,189,20,this.currentSpeed,17,class->block->function->block->block_content->if_stmt->if->block->block_content->expr_stmt->expr->name->name->operator->name,55,12,1,B,stage1
21823,5,62,vehicle_java.jpg,vehicle_java.jpg,3808903759,68,973.2276471,573.2864706,792,564,189,20,this.currentSpeed,17,class->block->function->block->block_content->if_stmt->if->block->block_content->expr_stmt->expr->name->name->operator->name,55,12,1,B,stage1
