Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
37918,5,109,rectangle_python.jpg,rectangle_python.jpg,7439044187,100,916.3516,757.4676,919,745,22,17,10,2,na,95,12,9,A,stage2
37919,5,109,rectangle_python.jpg,rectangle_python.jpg,7439372269,276,813.5052174,740.8385507,811,745,6,17,(,1,na,95,12,4,A,stage2
37920,5,109,rectangle_python.jpg,rectangle_python.jpg,7439624220,212,614.8764151,758.9905660000001,606,745,55,17,rect2,5,na,95,12,1,A,stage2
37921,5,109,rectangle_python.jpg,rectangle_python.jpg,7440560056,160,762.97175,690.2975,673,701,112,18,rect1.area,10,na,95,11,2,A,stage2
37922,5,109,rectangle_python.jpg,rectangle_python.jpg,7440928040,104,755.9153846,624.9784615,755,617,6,18,(,1,na,95,9,3,A,stage2
37923,5,109,rectangle_python.jpg,rectangle_python.jpg,7441204140,192,695.2227082999999,632.3277082999999,695,617,45,18,area,4,na,95,9,2,A,stage2
37924,5,109,rectangle_python.jpg,rectangle_python.jpg,7441788092,60,649.8626667000001,662.9473333,606,660,55,17,rect1,5,na,95,10,1,A,stage2
37925,5,109,rectangle_python.jpg,rectangle_python.jpg,7441856134,64,640.79875,674.62875,606,660,55,17,rect1,5,na,95,10,1,A,stage2
37926,5,109,rectangle_python.jpg,rectangle_python.jpg,7441936181,76,613.3321053,672.3084211,606,660,55,17,rect1,5,na,95,10,1,A,stage2
37927,5,109,rectangle_python.jpg,rectangle_python.jpg,7442056045,116,606.6941379,672.5031034,606,660,55,17,rect1,5,na,95,10,1,A,stage2
37928,5,109,rectangle_python.jpg,rectangle_python.jpg,7442259948,120,713.8333332999999,661.6676667,694,660,102,17,Rectangle,9,na,95,10,3,A,stage2
37929,5,109,rectangle_python.jpg,rectangle_python.jpg,7442579896,68,913.4594118,652.5194118,919,660,22,17,10,2,na,95,10,9,A,stage2
37930,5,109,rectangle_python.jpg,rectangle_python.jpg,7442887946,272,832.815,671.8322059,830,660,10,17,0,1,na,95,10,5,A,stage2
37931,5,109,rectangle_python.jpg,rectangle_python.jpg,7443079960,168,835.4821429,751.0511905000001,830,745,10,17,5,1,na,95,12,5,A,stage2
37932,5,109,rectangle_python.jpg,rectangle_python.jpg,7443679922,68,867.7376471000001,759.0405882,875,745,10,17,5,1,na,95,12,7,A,stage2
37933,5,109,rectangle_python.jpg,rectangle_python.jpg,7444495850,176,1066.837045,547.4952272999999,1076,532,78,17,self.x1,7,na,95,7,10,A,stage2
37934,5,109,rectangle_python.jpg,rectangle_python.jpg,7444811823,272,1010.525147,579.6989706,975,575,78,18,self.y2,7,na,95,8,8,A,stage2
37935,5,109,rectangle_python.jpg,rectangle_python.jpg,7445327796,68,993.7464706,631.9547058999999,953,617,112,18,self.width,10,na,95,9,8,A,stage2
37936,5,109,rectangle_python.jpg,rectangle_python.jpg,7445591779,260,997.0429231,634.4695385,953,617,112,18,self.width,10,na,95,9,8,A,stage2
37937,5,109,rectangle_python.jpg,rectangle_python.jpg,7445687778,64,906.36375,584.44125,896,575,68,18,return,6,na,95,8,7,A,stage2
37938,5,109,rectangle_python.jpg,rectangle_python.jpg,7445807637,116,904.3306897,580.9172414,896,575,68,18,return,6,na,95,8,7,A,stage2
37939,5,109,rectangle_python.jpg,rectangle_python.jpg,7446079641,220,1095.735636,568.8218182,1087,575,78,18,-,1,na,95,8,9,A,stage2
37940,5,109,rectangle_python.jpg,rectangle_python.jpg,7446611683,160,909.33425,744.4755,919,745,22,17,10,2,na,95,12,9,A,stage2
37941,5,109,rectangle_python.jpg,rectangle_python.jpg,7447003613,132,1088.5396970000002,582.7475757999999,1087,575,78,18,-,1,na,95,8,9,A,stage2
37942,5,109,rectangle_python.jpg,rectangle_python.jpg,7447155659,60,990.3333332999998,578.254,975,575,78,18,self.y2,7,na,95,8,8,A,stage2
37943,5,109,rectangle_python.jpg,rectangle_python.jpg,7447275632,116,986.9648276,582.4065517000001,975,575,78,18,self.y2,7,na,95,8,8,A,stage2
37944,5,109,rectangle_python.jpg,rectangle_python.jpg,7447503708,188,1034.833617,582.23,975,575,78,18,self.y2,7,na,95,8,8,A,stage2
37945,5,109,rectangle_python.jpg,rectangle_python.jpg,7447667656,160,1028.401,581.8575,975,575,78,18,self.y2,7,na,95,8,8,A,stage2
37946,5,109,rectangle_python.jpg,rectangle_python.jpg,7447899577,120,1009.909667,528.137,964,532,77,17,self.x2,7,na,95,7,8,A,stage2
